,id,name,team,oppName,outcome,method,weightDiv,year
0,0,Aaron Johnson,Unity JJ,Quentin Rosensweig,L,Inside heel hook,ABS,2015
1,1,Aaron Johnson,Unity JJ,Neiman Gracie,L,RNC,94KG,2015
2,2,Aaron Johnson,Unity JJ,Richie Martinez,L,Heel hook,ABS,2015
3,3,Aaron Johnson,Unity JJ,Leo Nogueira,L,Points,94KG,2016
4,4,Aaron Johnson,Unity JJ,Romulo Azevedo,L,N/A,94KG,2016
5,5,Aaron Johnson,Unity JJ,Abraham Marte,L,Cross choke,HWABS,2016
6,6,Aaron Johnson,Unity JJ,Andre Galvao,L,Choke,ABS,2016
7,7,Aaron Johnson,Unity JJ,Joao Soares,L,Triangle,100KG,2016
8,8,Aaron Johnson,Unity JJ,Bernardo Faria,L,Triangle armbar,ABS,2016
9,9,Aaron Johnson,Unity JJ,Joao Rocha,L,Choke from back,ABS,2016
10,10,Aaron Johnson,Unity JJ,Marcos Tinoco,L,Points,ABS,2016
11,11,Aaron Johnson,Unity JJ,Mike Hillebrand,L,Inside heel hook,84KG,2016
12,12,Aaron Johnson,Unity JJ,Dillon Danis,L,Arm in guillotine,ABS,2016
13,13,Aaron Johnson,Unity JJ,Yuri Simoes,L,Pts: 19x0,O97KG,2016
14,14,Aaron Johnson,Unity JJ,Leo Nogueira,L,Points,110KG,2017
15,15,Aaron Johnson,Unity JJ,Helton Jose,L,Pts: 10x0,ABS,2017
16,16,Aaron Johnson,Unity JJ,Jonathan Satava,L,Points,U110KG,2017
17,17,Aaron Johnson,Unity JJ,Keenan Cornelius,L,Points,U110KG,2017
18,18,Aaron Johnson,Unity JJ,Tanner Rice,L,Pts: 4x2,94KG,2017
19,19,Aaron Johnson,Unity JJ,Gianni Grippo,L,Points,ABS,2017
20,20,Aaron Johnson,Unity JJ,Joao Rocha,L,Botinha,ABS,2017
21,21,Aaron Johnson,Unity JJ,Leandro Lo,L,Brabo choke,94KG,2017
22,22,Aaron Johnson,Unity JJ,Mahamed Aly,L,Calf slicer,O97KG,2017
23,23,Aaron Johnson,Unity JJ,DJ Jackson,L,Points,ABS,2017
24,24,Aaron Johnson,Unity JJ,Gordon Ryan,L,Reverse triangle,ABS,2017
25,25,Aaron Johnson,Unity JJ,Craig Jones,L,Inside heel hook,ABS,2017
26,26,Aaron Johnson,Unity JJ,Joao Assis,L,Pts: 2x0,97KG,2017
27,27,Aaron Johnson,Unity JJ,Keenan Cornelius,L,RNC,ABS,2017
28,28,Aaron Johnson,Unity JJ,Dany Gerard,L,"Pts: 0x0, Adv",110KG,2018
29,29,Aaron Johnson,Unity JJ,Matt Leighton,L,Points,110KG,2018
30,30,Aaron Johnson,Unity JJ,Tanner Rice,L,DQ,O85KG,2018
31,31,Aaron Johnson,Unity JJ,Tanner Rice,L,Pts: 7x2,94KG,2018
32,32,Aaron Johnson,Unity JJ,Matt Leighton,L,Triangle armbar,93KG,2018
33,33,Aaron Johnson,Unity JJ,Fellipe Trovo,L,Pts: 4x2,95KG,2018
34,34,Aaron Johnson,Unity JJ,Victor Silverio,L,Referee Decision,ABS,2018
35,35,Aaron Johnson,Unity JJ,Rafael Vasconcelos,L,DQ,97KG,2018
36,36,Aaron Johnson,Unity JJ,Diogo Sampaio,L,DQ,ABS,2018
37,37,Aaron Johnson,Unity JJ,Max Gimenis,L,Pts: 6x0,O97KG,2018
38,38,Aaron Johnson,Unity JJ,Yuri Simoes,L,Pts: 5x0,ABS,2018
39,39,Aaron Johnson,Unity JJ,Keenan Cornelius,L,Pts: 34x0,ABS,2019
40,40,Aaron Johnson,Unity JJ,Patrick Gaudio,L,Pts: 15x0,94KG,2019
41,41,Aaron Johnson,Unity JJ,Kaynan Duarte,L,Pts: 6x1,93KG,2019
42,42,Aaron Johnson,Unity JJ,Mahamed Aly,L,Choke,100KG,2019
43,43,Aaron Johnson,Unity JJ,Craig Jones,L,RNC,92KG,2019
44,44,Aaron Johnson,Unity JJ,Tim Spriggs,L,Referee Decision,100KG,2019
45,45,Aaron Johnson,Unity JJ,Max Gimenis,L,Pts: 11x0,O97KG,2019
46,46,Aaron Johnson,Unity JJ,James Puopolo,L,Pts: 3x0,99KG,2019
47,47,Aaron Johnson,Unity JJ,Marcus Almeida,L,Pts: 3x0,ABS,2019
48,48,Aaron Johnson,Unity JJ,Kyle Boehm,L,EBI/OT,ABS,2019
49,49,Aaron Johnson,Unity JJ,Kyle Boehm,L,EBI/OT,ABS,2019
50,50,Aaron Johnson,Unity JJ,Victor Hugo,L,Triangle armbar,ABS,2019
51,51,Aaron Johnson,Unity JJ,Freddy Vosgrone,L,Referee Decision,97KG,2019
52,52,Aaron Johnson,Unity JJ,Gordon Ryan,L,Katagatame,N/A,2020
53,53,Aaron Johnson,Unity JJ,Rafael Vasconcelos,L,Pts: 3x0,94KG,2020
54,54,Aaron Johnson,Unity JJ,Fellipe Trovo,L,Triangle,94KG,2020
55,55,Aaron Johnson,Unity JJ,Paulo Gabriel,L,Pts: 6x4,ABS,2020
56,56,Aaron Johnson,Unity JJ,Guilherme Augusto,L,Arm in Ezekiel,100KG,2020
57,57,Aaron Johnson,Unity JJ,Daishi Goto,L,DQ,ABS,2020
58,58,Aaron Johnson,Unity JJ,William Tackett,L,Katagatame,ABS,2020
59,59,Aaron Johnson,Unity JJ,Kaynan Duarte,L,Armbar,97KG,2020
60,60,Aaron Johnson,Unity JJ,Max Gimenis,L,Referee Decision,ABS,2021
61,61,Aaron Johnson,Unity JJ,Vinicius Trator,L,Pts: 5x0,O91KG,2021
62,62,Aaron Johnson,Unity JJ,Kaynan Duarte,L,Points,ABS,2021
63,63,Aaron Johnson,Unity JJ,Matheus Gabriel,L,Pts: 2x0,ABS,2021
64,64,Aaron Johnson,Unity JJ,Victor Hugo,L,Pts: 2x2,O97KG,2021
65,65,Aaron Johnson,Unity JJ,Gustavo Batista,L,Referee Decision,N/A,2021
66,66,Aaron Johnson,Unity JJ,Tim Spriggs,L,Referee Decision,ABS,2021
67,67,Aaron Johnson,Unity JJ,Vitor Schlosser,W,Toe hold,94KG,2015
68,68,Aaron Johnson,Unity JJ,Ricardo Bastos,W,Straight ankle lock,94KG,2015
69,69,Aaron Johnson,Unity JJ,Joseph Cashin,W,Points,ABS,2016
70,70,Aaron Johnson,Unity JJ,Gordon Ryan,W,Points,ABS,2016
71,71,Aaron Johnson,Unity JJ,Wellington Peroto,W,Straight ankle lock,94KG,2016
72,72,Aaron Johnson,Unity JJ,Lincoln Pereira,W,Choke from back,100KG,2016
73,73,Aaron Johnson,Unity JJ,Choi Choi,W,"Pts: 0x0, Adv",ABS,2016
74,74,Aaron Johnson,Unity JJ,Leo Davila,W,Straight ankle lock,O97KG,2016
75,75,Aaron Johnson,Unity JJ,Samir Abdolkader,W,Flying armbar,ABS,2016
76,76,Aaron Johnson,Unity JJ,Eliot Marshall,W,Toe hold,O97KG,2016
77,77,Aaron Johnson,Unity JJ,Shaun Dufree,W,Toe hold,110KG,2017
78,78,Aaron Johnson,Unity JJ,William Nyman,W,Submission,U110KG,2017
79,79,Aaron Johnson,Unity JJ,Daniel Richards,W,Points,O100KG,2017
80,80,Aaron Johnson,Unity JJ,Christian Simmerling,W,Points,O100KG,2017
81,81,Aaron Johnson,Unity JJ,Joao Paulo,W,Points,ABS,2017
82,82,Aaron Johnson,Unity JJ,Josh Bowlin,W,Pts: 7x6,94KG,2017
83,83,Aaron Johnson,Unity JJ,Kaliffa Oliviera,W,Referee Decision,94KG,2017
84,84,Aaron Johnson,Unity JJ,Kory Acchione,W,Referee Decision,N/A,2017
85,85,Aaron Johnson,Unity JJ,Leo Davilla,W,Armbar,97KG,2017
86,86,Aaron Johnson,Unity JJ,Taniel Santos,W,Straight ankle lock,ABS,2017
87,87,Aaron Johnson,Unity JJ,Oleksandr Karliychuk,W,Straight ankle lock,O97KG,2017
88,88,Aaron Johnson,Unity JJ,Matt Leighton,W,Referee Decision,O97KG,2017
89,89,Aaron Johnson,Unity JJ,Matt Kirchwhem,W,EBI/OT,ABS,2017
90,90,Aaron Johnson,Unity JJ,A. Kimler,W,Armbar,ABS,2017
91,91,Aaron Johnson,Unity JJ,Paul Ardila,W,Pts: 4x0,97KG,2017
92,92,Aaron Johnson,Unity JJ,Vitor Schlosser,W,Choke from back,110KG,2018
93,93,Aaron Johnson,Unity JJ,Gilvan Costa,W,Straight ankle lock,94KG,2018
94,94,Aaron Johnson,Unity JJ,Inacio Neto,W,Kneebar,94KG,2018
95,95,Aaron Johnson,Unity JJ,Kenneth Brown,W,Pts: 4x2,110KG,2018
96,96,Aaron Johnson,Unity JJ,Frisco DeLeon,W,Adv,O85KG,2018
97,97,Aaron Johnson,Unity JJ,Rodrigo Freitas,W,Calf slicer,ABS,2018
98,98,Aaron Johnson,Unity JJ,Tanner Rice,W,Kneebar,ABS,2018
99,99,Aaron Johnson,Unity JJ,Wellington Peroto,W,Straight ankle lock,94KG,2018
100,100,Aaron Johnson,Unity JJ,Thiago Jiuliani,W,Points,100KG,2018
101,101,Aaron Johnson,Unity JJ,Nicholas Penzer,W,Straight ankle lock,100KG,2018
102,102,Aaron Johnson,Unity JJ,Roberto Torralbas,W,Pts: 2x0,97KG,2018
103,103,Aaron Johnson,Unity JJ,Jackson Sousa,W,Footlock,97KG,2018
104,104,Aaron Johnson,Unity JJ,Tom deBlass,W,Referee Decision,ABS,2018
105,105,Aaron Johnson,Unity JJ,Riley Mccormick,W,Reverse triangle,O99KG,2018
106,106,Aaron Johnson,Unity JJ,JeQuan Williamson,W,Triangle armbar,O99KG,2018
107,107,Aaron Johnson,Unity JJ,Andrew Tevay,W,Kneebar,O99KG,2018
108,108,Aaron Johnson,Unity JJ,Hudson Taylor,W,Kneebar,O99KG,2018
109,109,Aaron Johnson,Unity JJ,Kevin Gallager,W,Points,ABS,2018
110,110,Aaron Johnson,Unity JJ,Satoshi Ishii,W,Triangle,O97KG,2018
111,111,Aaron Johnson,Unity JJ,Ben Hodgkinson,W,Straight ankle lock,ABS,2018
112,112,Aaron Johnson,Unity JJ,David Garmo,W,Pts: 10x2,ABS,2018
113,113,Aaron Johnson,Unity JJ,Ricardo Abreu,W,Pts: 1x0,94KG,2019
114,114,Aaron Johnson,Unity JJ,Gustavo Andrade,W,Straight ankle lock,ABS,2019
115,115,Aaron Johnson,Unity JJ,Nisar Loynab,W,Straight ankle lock,ABS,2019
116,116,Aaron Johnson,Unity JJ,Matt Leighton,W,Straight ankle lock,ABS,2019
117,117,Aaron Johnson,Unity JJ,M Sturua,W,Choke from back,94KG,2019
118,118,Aaron Johnson,Unity JJ,Jackson Sousa,W,Inside heel hook,93KG,2019
119,119,Aaron Johnson,Unity JJ,Valdir Araujo,D,---,93KG,2019
120,120,Aaron Johnson,Unity JJ,Felipe Pena,W,Inside heel hook,93KG,2019
121,121,Aaron Johnson,Unity JJ,Lucasz Gustaw,W,Mounted choke,100KG,2019
122,122,Aaron Johnson,Unity JJ,Paulo Brasil,W,Submission,O97KG,2019
123,123,Aaron Johnson,Unity JJ,Briean Beaury,W,Armlock,ABS,2019
124,124,Aaron Johnson,Unity JJ,Todd Mueckenheim,W,Kimura,ABS,2019
125,125,Aaron Johnson,Unity JJ,Jon Blank,W,Straight ankle lock,ABS,2019
126,126,Aaron Johnson,Unity JJ,Viktor Vaughn,W,Heel hook,ABS,2019
127,127,Aaron Johnson,Unity JJ,Guybson Sa,W,Heel hook,ABS,2019
128,128,Aaron Johnson,Unity JJ,Quentin Rosenzweig,W,Kneebar,ABS,2019
129,129,Aaron Johnson,Unity JJ,Keith Krikorian,W,EBI/OT,ABS,2019
130,130,Aaron Johnson,Unity JJ,William Vincent,W,Straignt ankle lock,ABS,2019
131,131,Aaron Johnson,Unity JJ,William Tackett,W,EBI/OT,ABS,2019
132,132,Aaron Johnson,Unity JJ,Angelo Claiborne,W,Straight ankle lock,ABS,2020
133,133,Aaron Johnson,Unity JJ,Michael Egley,W,Straight ankle lock,ABS,2020
134,134,Aaron Johnson,Unity JJ,Rafael Lovato,W,Referee Decision,126KG,2020
135,135,Aaron Johnson,Unity JJ,Bruno Assis,W,Pts: 2x1,94KG,2020
136,136,Aaron Johnson,Unity JJ,Eric Schlosser,W,DQ,94KG,2020
137,137,Aaron Johnson,Unity JJ,Don Scozzari,W,Kneebar,ABS,2020
138,138,Aaron Johnson,Unity JJ,Fellipe Trovo,W,Referee Decision,ABS,2020
139,139,Aaron Johnson,Unity JJ,Arnaldo Maidana,W,Straight ankle lock,97KG,2020
140,140,Aaron Johnson,Unity JJ,Arnaldo Maidana,W,Violin armlock,94KG,2021
141,141,Aaron Johnson,Unity JJ,Jackson Douglas,W,Violin armlock,O97KG,2021
142,142,Aaron Johnson,Unity JJ,Joe Dierkhising,W,"Pts: 2x2, Adv",O97KG,2021
143,143,Aaron Johnson,Unity JJ,Rida Haisam,W,"Pts: 0x0, Adv",ABS,2021
144,144,Aaron Johnson,Unity JJ,David Garmo,W,Kneebar,ABS,2021
145,145,Aaron Johnson,Unity JJ,Alexandre Bueno,W,"Pts: 0x0, Adv",O91KG,2021
146,146,Aaron Johnson,Unity JJ,Damon Morgan,W,Kneebar,ABS,2021
147,147,Aaron Johnson,Unity JJ,Pedro Palhares,W,N/A,ABS,2021
148,148,Aaron Johnson,Unity JJ,Giancarlo Bodoni,W,Outside heel hook,ABS,2021
149,149,Aaron Johnson,Unity JJ,John Hansen,W,Estima lock,O97KG,2021
150,150,Aaron Johnson,Unity JJ,Lucas Barbosa,W,Referee Decision,N/A,2021
151,151,Aaron Johnson,Unity JJ,Orlando Sanchez,W,DQ,ABS,2021
152,152,Abdurakhman Bilarov,Team Nogueira,Erberth Santos,L,Referee Decision,ABS,2016
153,153,Abdurakhman Bilarov,Team Nogueira,Felipe Pena,L,Pts: 8x2,94KG,2017
154,154,Abdurakhman Bilarov,Team Nogueira,Erberth Santos,L,Referee Decision,95KG,2017
155,155,Abdurakhman Bilarov,Team Nogueira,Helton Jose,L,DQ,94KG,2017
156,156,Abdurakhman Bilarov,Team Nogueira,Felipe Pena,L,Pts: 5x0,99KG,2017
157,157,Abdurakhman Bilarov,Team Nogueira,Felipe Pena,L,Arm in guillotine,95KG,2017
158,158,Abdurakhman Bilarov,Team Nogueira,Yuri Simoes,L,Referee Decision,95KG,2018
159,159,Abdurakhman Bilarov,Team Nogueira,Igor Silva,L,Points,95KG,2018
160,160,Abdurakhman Bilarov,Team Nogueira,Erberth Santos,L,Kneebar,94KG,2019
161,161,Abdurakhman Bilarov,Team Nogueira,Gustavo Batista,L,Pts: 5x0,95KG,2019
162,162,Abdurakhman Bilarov,Team Nogueira,Claudio Calasans,W,Pts: 4x2,ABS,2015
163,163,Abdurakhman Bilarov,Team Nogueira,Jackson Sousa,W,Heel hook,ABS,2015
164,164,Abdurakhman Bilarov,Team Nogueira,Ilya Bogoslovsky,W,Kimura,94KG,2016
165,165,Abdurakhman Bilarov,Team Nogueira,Abdulbary Guseinov,W,Points,94KG,2016
166,166,Abdurakhman Bilarov,Team Nogueira,Jackson Jacinto,W,Armbar,92KG,2017
167,167,Abdurakhman Bilarov,Team Nogueira,Jongmok Kim,W,"Pts: 0x0, Adv",94KG,2017
168,168,Abdurakhman Bilarov,Team Nogueira,Basel Fanous,W,"Pts: 2x2, Adv",94KG,2017
169,169,Abdurakhman Bilarov,Team Nogueira,Rodrigo Cavaca,W,Referee Decision,95KG,2017
170,170,Abdurakhman Bilarov,Team Nogueira,Luc Rousseau,W,Heel hook,95KG,2017
171,171,Abdurakhman Bilarov,Team Nogueira,Otto Kuikka,W,Heel hook,95KG,2017
172,172,Abdurakhman Bilarov,Team Nogueira,Mraz Avdoyan,W,RNC,95KG,2017
173,173,Abdurakhman Bilarov,Team Nogueira,Vitor Toledo,W,Points,94KG,2017
174,174,Abdurakhman Bilarov,Team Nogueira,Jake Shields,W,Pts: 5x0,99KG,2017
175,175,Abdurakhman Bilarov,Team Nogueira,Jackson Sousa,W,Heel hook,95KG,2017
176,176,Abdurakhman Bilarov,Team Nogueira,Erberth Santos,W,Heel hook,95KG,2017
177,177,Abdurakhman Bilarov,Team Nogueira,Kazhigali Tuleshev,W,Armbar,100KG,2018
178,178,Abdurakhman Bilarov,Team Nogueira,Andrii Haleta,W,Katagatame,100KG,2018
179,179,Abdurakhman Bilarov,Team Nogueira,Kamil Umiski,W,Darce choke,100KG,2018
180,180,Abdurakhman Bilarov,Team Nogueira,A. Ghitta,W,Mounted triangle,100KG,2019
181,181,Abdurakhman Bilarov,Team Nogueira,Andrii Haleta,W,RNC,100KG,2019
182,182,Abdurakhman Bilarov,Team Nogueira,T. Galimov,W,RNC,100KG,2019
183,183,Abdurakhman Bilarov,Team Nogueira,Nicolas Penzer,W,Pts: 7x2,94KG,2019
184,184,Abdurakhman Bilarov,Team Nogueira,Pouya Rahman,W,DQ,O91KG,2023
185,185,Abraham Marte,Basico BJJ / GF Team,R. Evangelista,L,Adv,O100KG,2013
186,186,Abraham Marte,Basico BJJ / GF Team,Andre Galvao,L,Kneebar,ABS,2013
187,187,Abraham Marte,Basico BJJ / GF Team,Rodrigo Cavaca,L,DQ,O100KG,2013
188,188,Abraham Marte,Basico BJJ / GF Team,Victor Estima,L,Estima lock,ABS,2014
189,189,Abraham Marte,Basico BJJ / GF Team,Andre Galvao,L,Choke from back,O100KG,2014
190,190,Abraham Marte,Basico BJJ / GF Team,Lucas Lepri,L,Armbar,ABS,2014
191,191,Abraham Marte,Basico BJJ / GF Team,Andre Galvao,L,wristlock,ABS,2014
192,192,Abraham Marte,Basico BJJ / GF Team,Bernardo Faria,L,Armbar,ABS,2014
193,193,Abraham Marte,Basico BJJ / GF Team,Alexander Trans,L,Pts: 2x0,O100KG,2014
194,194,Abraham Marte,Basico BJJ / GF Team,Gabriel Lucas,L,Pts: 3x0,O100KG,2014
195,195,Abraham Marte,Basico BJJ / GF Team,AJ Agazarm,L,Pts: 4x2,ABS,2014
196,196,Abraham Marte,Basico BJJ / GF Team,Keenan Cornelius,L,"Pts: 2x2, Adv",ABS,2014
197,197,Abraham Marte,Basico BJJ / GF Team,Yuri Simoes,L,Points,O100KG,2014
198,198,Abraham Marte,Basico BJJ / GF Team,Bernardo Faria,L,Kneebar,O100KG,2014
199,199,Abraham Marte,Basico BJJ / GF Team,Claudio Calasans,L,Pts: 5x4,ABS,2014
200,200,Abraham Marte,Basico BJJ / GF Team,James Puopolo,L,Pts: 7x4,O100KG,2015
201,201,Abraham Marte,Basico BJJ / GF Team,Alexander Trans,L,Kneebar,ABS,2015
202,202,Abraham Marte,Basico BJJ / GF Team,Joao Assis,L,Heel hook,ABS,2015
203,203,Abraham Marte,Basico BJJ / GF Team,Joao Rocha,L,Pts: 3x0,O99KG,2015
204,204,Abraham Marte,Basico BJJ / GF Team,Jonathan Satava,L,Pts: 3x0,ABS,2016
205,205,Abraham Marte,Basico BJJ / GF Team,Thiago Sa,L,Pts: 4x0,HWABS,2016
206,206,Abraham Marte,Basico BJJ / GF Team,Romulo Azevedo,L,Pts: 5x2,HWABS,2016
207,207,Abraham Marte,Basico BJJ / GF Team,Dany Gerard,L,Choke,O100KG,2016
208,208,Abraham Marte,Basico BJJ / GF Team,Leo Nogueira,L,Pts: 6x0,ABS,2016
209,209,Abraham Marte,Basico BJJ / GF Team,Mahamed Aly,L,N/A,O94KG,2016
210,210,Abraham Marte,Basico BJJ / GF Team,Daniel Garcia,W,Kimura,O88KG,2012
211,211,Abraham Marte,Basico BJJ / GF Team,Tiago Reinaldo,W,Ezekiel,O100KG,2013
212,212,Abraham Marte,Basico BJJ / GF Team,C. de Plastico,W,Points,O100KG,2013
213,213,Abraham Marte,Basico BJJ / GF Team,Max Freitas,W,Triangle armbar,ABS,2013
214,214,Abraham Marte,Basico BJJ / GF Team,Renato Cardoso,W,Bow and arrow,ABS,2013
215,215,Abraham Marte,Basico BJJ / GF Team,Orlando Sanchez,W,Pts: 8x0,O100KG,2013
216,216,Abraham Marte,Basico BJJ / GF Team,R. Evangelista,W,Pts: 2x0,O100KG,2013
217,217,Abraham Marte,Basico BJJ / GF Team,Tiago Giussani,W,Choke,ABS,2014
218,218,Abraham Marte,Basico BJJ / GF Team,Tiago Giussani,W,Triangle,O100KG,2014
219,219,Abraham Marte,Basico BJJ / GF Team,Unknown,W,Triangle,O100KG,2014
220,220,Abraham Marte,Basico BJJ / GF Team,Unknown,W,Kimura,O100KG,2014
221,221,Abraham Marte,Basico BJJ / GF Team,Keneth Brown,W,Armbar,O100KG,2014
222,222,Abraham Marte,Basico BJJ / GF Team,Tanner Rice,W,Cross choke,ABS,2014
223,223,Abraham Marte,Basico BJJ / GF Team,Martin Ottaviano,W,Choke,ABS,2014
224,224,Abraham Marte,Basico BJJ / GF Team,Igor Silva,W,Points,ABS,2014
225,225,Abraham Marte,Basico BJJ / GF Team,Raphael Goulart,W,Choke,ABS,2014
226,226,Abraham Marte,Basico BJJ / GF Team,R. Goulart,W,Bow and arrow,ABS,2014
227,227,Abraham Marte,Basico BJJ / GF Team,Unknown,W,Triangle,O100KG,2014
228,228,Abraham Marte,Basico BJJ / GF Team,Kitner Moura,W,Armbar,O100KG,2014
229,229,Abraham Marte,Basico BJJ / GF Team,Bruno Bastos,W,Triangle,O100KG,2014
230,230,Abraham Marte,Basico BJJ / GF Team,Gabriel Toribio,W,DQ,ABS,2014
231,231,Abraham Marte,Basico BJJ / GF Team,Enrique Coco,W,Pts: 4x0,ABS,2014
232,232,Abraham Marte,Basico BJJ / GF Team,Gabriel Vieira,W,Pts: 2x0,O100KG,2014
233,233,Abraham Marte,Basico BJJ / GF Team,Kenneth Brown,W,Triangle,O100KG,2014
234,234,Abraham Marte,Basico BJJ / GF Team,Unknown,W,Choke,ABS,2014
235,235,Abraham Marte,Basico BJJ / GF Team,Rodrigo Caporal,W,Pts: 10x0,ABS,2014
236,236,Abraham Marte,Basico BJJ / GF Team,Charles Gaspar,W,Brabo choke,O100KG,2014
237,237,Abraham Marte,Basico BJJ / GF Team,Daniel Tsatsos,W,Triangle,O100KG,2015
238,238,Abraham Marte,Basico BJJ / GF Team,Arnaldo Maidana,W,Triangle,ABS,2015
239,239,Abraham Marte,Basico BJJ / GF Team,Leo Nogueira,W,Armbar,ABS,2015
240,240,Abraham Marte,Basico BJJ / GF Team,Keneth Brown,W,Armbar,O100KG,2015
241,241,Abraham Marte,Basico BJJ / GF Team,Juskowiak Mateusz,W,Triangle w/ arm,O99KG,2015
242,242,Abraham Marte,Basico BJJ / GF Team,Jason Lees,W,Short choke,O100KG,2015
243,243,Abraham Marte,Basico BJJ / GF Team,Gustavo Dias,W,"Pts: 2x2, Adv",O100KG,2015
244,244,Abraham Marte,Basico BJJ / GF Team,Q. Rosenzweig,W,Choke from mount,ABS,2016
245,245,Abraham Marte,Basico BJJ / GF Team,Mahamed Aly,W,"Pts: 0x0, Adv",O94KG,2016
246,246,Abraham Marte,Basico BJJ / GF Team,Luiz Panza,W,Referee Decision,O94KG,2016
247,247,Abraham Marte,Basico BJJ / GF Team,Tex Johnson,W,Cross choke,HWABS,2016
248,248,Abraham Marte,Basico BJJ / GF Team,Pablo Lemos,W,"Pts: 4x4, Adv",O100KG,2016
249,249,Abraham Marte,Basico BJJ / GF Team,Manuel Ribamar,W,Kimura,ABS,2016
250,250,Adam Benayoun,Fifty/50 Martial Arts Academy,Chris Kriebel,L,Referee Decision,70KG,2018
251,251,Adam Benayoun,Fifty/50 Martial Arts Academy,Thiago Macedo,L,Points,70KG,2018
252,252,Adam Benayoun,Fifty/50 Martial Arts Academy,Frederico Alves,L,"Pts: 2x2, Adv",70KG,2018
253,253,Adam Benayoun,Fifty/50 Martial Arts Academy,Silvio Duran,L,Pts: 8x6,70KG,2018
254,254,Adam Benayoun,Fifty/50 Martial Arts Academy,Thomas Keenan,L,Arm in Ezekiel,ABS,2018
255,255,Adam Benayoun,Fifty/50 Martial Arts Academy,Matheus Gonzaga,L,Points,70KG,2018
256,256,Adam Benayoun,Fifty/50 Martial Arts Academy,Pablo Mantovani,L,Kneebar,67KG,2018
257,257,Adam Benayoun,Fifty/50 Martial Arts Academy,Paulo Miyao,L,Pts: 9x4,70KG,2018
258,258,Adam Benayoun,Fifty/50 Martial Arts Academy,Felipe Linhares,L,Choke from back,70KG,2018
259,259,Adam Benayoun,Fifty/50 Martial Arts Academy,T. Ruotolo,L,Referee Decision,66KG,2018
260,260,Adam Benayoun,Fifty/50 Martial Arts Academy,Thiago Macedo,L,Referee Decision,67KG,2018
261,261,Adam Benayoun,Fifty/50 Martial Arts Academy,Matheus Gonzaga,L,Adv,70KG,2019
262,262,Adam Benayoun,Fifty/50 Martial Arts Academy,Gabriel Sousa,L,Points,69KG,2019
263,263,Adam Benayoun,Fifty/50 Martial Arts Academy,Igor Mocaiber,L,Referee Decision,ABS,2019
264,264,Adam Benayoun,Fifty/50 Martial Arts Academy,Yuta Shimada,L,Referee Decision,70KG,2020
265,265,Adam Benayoun,Fifty/50 Martial Arts Academy,Silvio Duran,L,N/A,70KG,2020
266,266,Adam Benayoun,Fifty/50 Martial Arts Academy,Thiago Macedo,L,50/50 armbar,70KG,2020
267,267,Adam Benayoun,Fifty/50 Martial Arts Academy,Francisco Cuneo,L,Referee Decision,73KG,2020
268,268,Adam Benayoun,Fifty/50 Martial Arts Academy,Diego Oliveira,L,"Pts: 0x0, Adv",67KG,2021
269,269,Adam Benayoun,Fifty/50 Martial Arts Academy,Junny Ocasio,L,Referee Decision,66KG,2021
270,270,Adam Benayoun,Fifty/50 Martial Arts Academy,Kieran Kichuk,L,EBI/OT,70KG,2022
271,271,Adam Benayoun,Fifty/50 Martial Arts Academy,Josh Cisneros,L,Referee Decision,66KG,2022
272,272,Adam Benayoun,Fifty/50 Martial Arts Academy,Gavin Corbe,L,"Pts: 0x0, Adv",67KG,2022
273,273,Adam Benayoun,Fifty/50 Martial Arts Academy,Gavin Corbe,L,Referee Decision,67KG,2022
274,274,Adam Benayoun,Fifty/50 Martial Arts Academy,Reuben Sagman,W,Triangle,69KG,2018
275,275,Adam Benayoun,Fifty/50 Martial Arts Academy,Thiago Barbosa,W,"Pts: 0x0, Adv",69KG,2018
276,276,Adam Benayoun,Fifty/50 Martial Arts Academy,Chris Bumgardner,W,Triangle,76KG,2018
277,277,Adam Benayoun,Fifty/50 Martial Arts Academy,Scott Dance,W,Omoplata,76KG,2018
278,278,Adam Benayoun,Fifty/50 Martial Arts Academy,Fred Alves,W,"Pts: 2x2, Adv",70KG,2018
279,279,Adam Benayoun,Fifty/50 Martial Arts Academy,Christopher Carmo,W,Pts: 12x8,ABS,2018
280,280,Adam Benayoun,Fifty/50 Martial Arts Academy,Silvio Duran,W,Adv,70KG,2018
281,281,Adam Benayoun,Fifty/50 Martial Arts Academy,Tiago Ribeiro,W,Triangle,70KG,2018
282,282,Adam Benayoun,Fifty/50 Martial Arts Academy,Matheus Gonzaga,W,Adv,70KG,2018
283,283,Adam Benayoun,Fifty/50 Martial Arts Academy,Joshua Presley,W,N/A,70KG,2018
284,284,Adam Benayoun,Fifty/50 Martial Arts Academy,Daniel Paulino,W,Katagatame,70KG,2018
285,285,Adam Benayoun,Fifty/50 Martial Arts Academy,Charles Murdock,W,N/A,70KG,2018
286,286,Adam Benayoun,Fifty/50 Martial Arts Academy,M. Zindler,W,Anaconda choke,66KG,2018
287,287,Adam Benayoun,Fifty/50 Martial Arts Academy,Cole Franson,W,Referee Decision,66KG,2018
288,288,Adam Benayoun,Fifty/50 Martial Arts Academy,Spencer Nogawa,W,N/A,70KG,2018
289,289,Adam Benayoun,Fifty/50 Martial Arts Academy,Brandon Walensky,W,Points,70KG,2018
